"Playlist Date","Playlist Title","DJ ID","DJ Name",Date,Artist,Song,Release,Duration,ISRC,Released
"Oct 27, 2022","DIG: Femcel Radio",168884,"Carly Burns","Oct 27, 2022","The Regrettes","I Dare You","How Do You Love?",2:51,USWB11901117,2019
"Oct 27, 2022","DIG: Femcel Radio",168884,"Carly Burns","Oct 27, 2022","Negative XP","Scott Pilgrim Vs. The World Ruined a Whole Generation of Women","Mkultra Support Group, Vol. 1 - EP",3:32,QZGWW1968648,2022
"Oct 27, 2022","DIG: Femcel Radio",168884,"Carly Burns","Oct 27, 2022","Destroy Boys","I Threw Glass at My Friend's Eyes and Now I'm on Probation","Sorry, Mom",2:37,QZ4JJ1767621,2017
"Oct 27, 2022","DIG: Femcel Radio",168884,"Carly Burns","Oct 27, 2022","Mommy Long Legs","Weird Girl","Assholes - EP",2:24,GBLFP1589474,2015
"Oct 27, 2022","DIG: Femcel Radio",168884,"Carly Burns","Oct 27, 2022",Splendora,"Daria (Official MTV Theme)","Daria (Official MTV Theme) - Single",0:49,QZD7E1800173,1997
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","escape! no escape!","brazil from the original motion track",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","the party",,,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Ary Barroso","Aquarela Do Brasil",Bemzinho,5:59,RUA491417801,2014
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","michael kamen","jill brazil/power station",,,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","mr helpmann","brazil from the original motion track",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","the restaurant","brazil from the original motion track",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","truck drive","brazil from the original motion track",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","waiting for daddy/sam lowry's 1st dream","brazil from the original motion track",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen",ducts,"brazil original motion picture soundtrack",,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","michael kamen","sam lowry's first dream",,,,
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Kero Kero Bonito",Break,"Bonito Generation",3:17,GBKPL1670260,2016
"Oct 27, 2022","FM:Popcorn Radio",165477,Hana,"Oct 27, 2022","Michael Kamen","central services",,,,
"Oct 27, 2022","DIG:Aggresively Neutral",169081,"Roe Lanford","Oct 27, 2022","Amyl and The Sniffers","Freaks to the Front","Comfort To Me",1:41,GBCVZ2100085,2021
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","Michael Jackson",Ghosts,Scream,5:13,USSM19700513,2017
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","Black Sabbath","Iron Man","The Ultimate Collection",5:55,GB5KW1601265,2016
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",Mitski,"Strawberry Blond","Retired from Sad, New Career in Business",1:54,USHM81309668,2013
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","Simple Plan","What's New Scooby-Doo?","What's New Scooby-Doo? - Single",1:09,USRH12101840,2021
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","China Anne McClain","Calling All the Monsters","A.N.T. Farm",3:27,USWD11158314,2011
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",rockwell,"Somebody's Watching Me","Somebody’s Watching Me (Deluxe Edition)",4:59,USMO18400484,2021
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","The Last Shadow Puppets","Dracula Teeth","Everything You've Come To Expect",2:51,GBCEL1600008,2016
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",Muse,"Supermassive Black Hole","Black Holes and Revelations",3:29,GBAHT1500285,2006
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",Nickelback,"Rockstar Sea Shanty","Rockstar Sea Shanty - Single",2:42,CAB392102994,2021
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","Klaus Badelt","He's a Pirate","Pirates of the Caribbean - The Curse of the Black Pearl (Original Soundtrack)",1:30,USWD10321341,2003
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","The Longest Johns",Wellerman,"Wellerman - Single",2:22,GBUM72101942,2021
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","Warren Zevon","Werewolves of London","A Quiet Normal Life - The Best of Warren Zevon",3:28,USEE19901101,1986
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","The Charlie Daniels Band","The Devil Went Down to Georgia","A Decade of Hits",3:35,USSM17900810,1973
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",Shaggy,"Angel (feat. Rayvon)","Angel - EP",3:57,USMC19989405,2001
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022",Donovan,"Season of the Witch","Sunshine Superman",4:54,USSM19916827,1966
"Oct 27, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 27, 2022","October Country","My Girlfriend Is a Witch","October Country (Expanded Edition)",2:07,USSM10400645,1968
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Electric Guest",24-7,Kin,3:29,USAT21903669,2019
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Future Islands","Like the Moon",Singles,4:40,GBAFL1300213,2014
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022",Pond,"Paint Me Silver","The Weather",3:45,AU9Z11700003,2017
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Wild Nothing",Nocturne,Nocturne,5:18,GBBRP1235603,2012
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Real Estate",Darling,"In Mind",4:20,GBCEL1600492,2017
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022",Deerhunter,Agoraphobia,Microcastle,3:23,USNCB0812702,2008
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","No Vacation","Yam Yam","Yam Yam - Single",3:36,USEZ61716902,2017
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022",Metronomy,"Everything Goes My Way","The English Riviera",3:30,GBMVH1100030,2011
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Greg Laswell","Comes and Goes In Waves (2013 Remake)","I Was Going To Be an Astronaut",4:14,USVG21303458,2014
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","The Smashing Pumpkins","Set the Ray to Jerry","The Aeroplane Flies High",4:12,USVI29601073,2013
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022",Barcelona,"Lesser Things",Absolutes,4:09,USUM70957687,2008
"Oct 27, 2022","DIG:Radio Free Iran",164718,"Arya Hodjat","Oct 27, 2022","Steve Winwood","Higher Love","Higher Love - Single",3:48,GBFUA1600003,
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022",PinkPantheress,Pain,"Pain - Single",1:39,QZFZ52145391,2021
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Dusty Springfield","Spooky (Single Version)","Spooky - Single",2:45,USAT20004063,2018
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022",Stormzy,"Hide & Seek","This Is What I Mean",3:28,GBUM72204538,2022
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022",Radiohead,Creep,"Pablo Honey",3:59,GBAYE9200070,1993
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","The Smiths","Pretty Girls Make Graves","The Smiths",3:43,GBCRL1300297,2014
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Sam Smith",Unholy,Gloria,2:37,GBUM72205415,2023
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Loyle Carner, Wesley Joseph & Athian Akec","Blood On My Nikes",hugo,3:38,,2022
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Loyle Carner",Polyfilla,hugo,3:13,,2022
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Loyle Carner","Nobody Knows (Ladas Road)",hugo,3:08,GBUM72204898,2022
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Loyle Carner",Hate,hugo,4:05,GBUM72204285,2022
"Oct 27, 2022","DIG: Mystic Hour",168910,"Millie Elwell","Oct 27, 2022","Harry Styles",Cinema,"Harry's House",4:04,USSM12200616,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022",Palehound,Cinnamon,"Dry Food",3:34,QM6MZ1510488,2015
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Great Grandpa","Cheeto Lust","Can Opener - EP",3:50,SEYOK1608163,2016
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022",Chumped,"Hot 97 Summer Jam","Teenage Retirement",2:20,USA2P1445212,2014
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Hunx & His Punx","You Think You're Tough","Street Punk",1:34,USHF31307303,2013
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & NNAMDÏ",Jenny,"Dig Me In: A Dig Me Out Covers Album",3:05,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Low","Dance Song '97","Dig Me In: A Dig Me Out Covers Album",3:30,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Big Joanie","Things You Say","Dig Me In: A Dig Me Out Covers Album",3:47,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Tyler Cole","Buy Her Candy","Dig Me In: A Dig Me Out Covers Album",2:23,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Jason Isbell and the 400 Unit","Not What You Want (feat. Amanda Shires)","Dig Me In: A Dig Me Out Covers Album",3:35,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & The Linda Lindas","Little Babies","Dig Me In: A Dig Me Out Covers Album",2:26,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Black Belt Eagle Scout","It's Enough","Dig Me In: A Dig Me Out Covers Album",2:04,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Courtney Barnett","Words and Guitar","Dig Me In: A Dig Me Out Covers Album",2:23,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Self Esteem","Heart Factory","Dig Me In: A Dig Me Out Covers Album",3:14,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Tunde Adebimpe","The Drama You've Been Craving","Dig Me In: A Dig Me Out Covers Album",2:50,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Margo Price","Turn It On","Dig Me In: A Dig Me Out Covers Album",4:31,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & Wilco","One More Hour","Dig Me In: A Dig Me Out Covers Album",3:18,,2022
"Oct 27, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 27, 2022","Sleater-Kinney & St. Vincent","Dig Me Out","Dig Me In: A Dig Me Out Covers Album",2:20,,2022
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022",Mitski,Eric,Lush,3:18,USCGH1222957,2012
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022",Hole,"Jennifer's Body","Live Through This",3:41,USGF19963105,1994
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Ethel Cain",Ptolemaea,"Preacher’s Daughter",6:24,GBKPL2294757,2022
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022",Blondie,"One Way or Another","Parallel Lines",3:37,USCH38500014,1978
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","David Bowie","Scary Monsters (And Super Creeps)","Scary Monsters (And Super Creeps) [2017 Remaster]",5:13,USJT11700055,1980
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Dead or Alive","You Spin Me 'Round (Like a Record)",Evolution,3:15,GBBBM8400015,2003
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Stevie Wonder",Superstition,"Number 1's",4:05,USMO10000310,2007
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Duran Duran","Hungry Like the Wolf",Greatest,3:30,GBAYE8200051,1998
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Dead Kennedys","At My Job",Frankenchrist,3:41,USA560456421,1985
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Black Box Recorder","Child Psychology","England Made Me",4:08,GBAYE9800156,1998
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Tim Buckley","Once I Was","Goodbye and Hello",3:23,USEE10100192,1967
"Oct 27, 2022","FM:Das Kapital",165005,,"Oct 27, 2022","Sir Chloe","Too Close","Party Favors",2:51,QZFZ21909163,2020
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022","The Night Café","You Change with the Seasons",2017-03-10,3849:54,,
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022",Kasabian,"You're in Love with a Psycho",2017-05-05,3594:53,,
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022",Hojean,"Pick Up Your Phone",2020-09-16,2823:32,,
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022","marcos g",dancefloor,2020-03-09,3300:00,,
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022",Gorillaz,Tranz,2018-06-29,2710:26,,
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Kamasi Washington","Clair de Lune","The Epic",11:08,US25X1086577,2015
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Miles Davis, Robert Glasper & Bilal","Ghetto Walkin'","Everything's Beautiful",3:39,USSM11507119,2016
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Coleman Hawkins","I Wished On The Moon","The Genius of Coleman Hawkins",3:41,QMFMF1368872,2013
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022","Quarters of Change",Depression,2018-10-15,4975:12,,
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Art Pepper","Waltz Me Blues","Art Pepper Meets the Rhythm Section",2:56,USFI85700035,1957
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Art Pepper","You'd Be So Nice to Come Home To","Art Pepper Meets the Rhythm Section",5:24,USFI85700032,1957
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","Miles Davis","Blue In Green","Kind of Blue",5:36,USSM15900115,1959
"Oct 27, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 27, 2022","John Coltrane and Thelonious Monk","Trinkle Tinkle","Historic Meeting",,,
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 27, 2022","Thee Sacred Souls","Easier Said Than Done",2022-06-15,2911:46,,
"Oct 26, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 27, 2022","Black Sabbath",Paranoid,Paranoid,2:48,USWB11304369,1970
"Oct 26, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 27, 2022","The Jimi Hendrix Experience","Voodoo Child (Slight Return)","Electric Ladyland",5:13,USQX90900750,2009
"Oct 26, 2022",DIG:Slackademics,165230,"Jade Brown","Oct 27, 2022","My Chemical Romance","Vampires Will Never Hurt You","I Brought You My Bullets, You Brought Me Your Love",5:29,US5660602203,2009
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Songs: Ohia","Farewell Transmission","The Magnolia Electric Co.",7:22,US38W0310097,2003
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Bill Callahan","Jim Cain","Sometimes I Wish We Were an Eagle",4:39,US58L0938501,2009
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Uncle Tupelo",Sandusky,"March 16-20, 1992",3:44,USSM10205135,1994
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Neko Case","Lady Pilot",Blacklisted,2:27,USA360309904,2002
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","16 Horsepower","Wayfaring Stranger","Secret South",2:43,US2B20910073,2009
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Todd Snider","Just Like Old Times","The Devil You Know",4:37,USUM70603421,2006
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Old 97's",Salome,"Too Far to Care",4:08,USEE19705004,1997
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Alex G","Powerful Man",Rocket,3:39,GBCEL1700048,2017
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","Big Thief","Red Moon","Dragon New Warm Mountain I Believe In You",4:20,GBAFL2100224,2022
"Oct 26, 2022","FM:the deep genre dive (alt-country)",164966,"connor mayers","Oct 26, 2022","MJ Lenderman","You Are Every Girl to Me","Boat Songs",3:50,QZAZS2201608,2022
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","Taylor Swift","Sweet Nothing",Midnights,3141:36,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","death's dynamic shroud","See Me","Faith In Persona",4:34,QZTAS2165047,2021
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 26, 2022","High Tyde","Are U Even There?",2018-02-09,3276:13,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Broadcast,"The Note [Message From Home]","Maida Vale Sessions",3095:06,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Stereolab,"Daisy Click Clack","Chemical Chords (Itunes Edition)",3:29,GBJCJ0800013,2008
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","Deux Filles","The City Sleeps - Remastered","Silence & Wisdom (Remastered)",2576:53,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Deerhoof,"I Wonder As I Wander","I Wonder As I Wander",2280:46,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Jockstrap,Neon,"I Love You Jennifer B",3761:06,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","You'll Never Get to Heaven","Pink and Gold and Blue","Wave Your Moonlight Hat For The Snowfall Train",2925:22,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Cryalot,Labyrinth,Icarus,4196:02,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Stereolab,"Robot Riot","Pulse Of The Early Brain [Switched On Volume 5]",2949:12,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Björk,Unravel,Homogenic,3299:33,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",Deerhoof,"My Lovely Cat!","My Lovely Cat!",4415:09,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","800 Cherries",through,Romantico,5793:46,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022",yeule,Electric,"Glitch Princess",3265:20,,
"Oct 26, 2022","FM:pink diamond",164810,micslayla,"Oct 26, 2022","Harmonia, Brian Eno",Atmosphere,"Harmonia & Eno '76 - Tracks and Traces",3412:13,,
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Fontaines D.C.","Jackie Down The Line","Skinty Fia",4:01,USBQU2100088,2022
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022",yeule,"Don't Be So Hard on Your Own Beauty","Glitch Princess",3:12,QM6YT2104006,2021
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Sky Ferreira","Everything Is Embarrassing","Everything Is Embarrassing - Single",4:10,USCA21202535,2013
"Oct 26, 2022","FM:Sharks Cove",164946,"Auva Amirmokri","Oct 26, 2022","Daily J",Skylah,2020-11-20,3343:52,,
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Clarence Clarity","Those Who Can't, Cheat","NO NOW",4:05,GBBRP1548107,2015
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022",Portishead,"Magic Doors",Third,3:32,GBUM70801443,2008
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Double N","The Ride",,5:36,,
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Now, Now",Thread,Threads,3:44,QMSZY1100008,2012
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Jane Remover",Misplace,Frailty,3:54,QZHZD2177886,2021
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022",Hallucinogen,L.S.D.,"In Dub Live",8:56,GBBMP0800512,2009
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022","Janet Jackson","Velvet Rope (feat. Vanessa-Mae)","The Velvet Rope",4:56,USVI29700009,1997
"Oct 26, 2022",FM:Input/Output,164984,"Kellen Gardner","Oct 26, 2022",Inhavit,"Without You (feat. Spooky Black)",Raptilian,4:56,USDY42158639,2014
"Oct 26, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 26, 2022","Morgan Wallen","Cover Me Up","Cover Me Up - Single",4:53,QZ22S1800057,2020
"Oct 26, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 26, 2022","Loretta Lynn","Coal Miner's Daughter","Coal Miner's Daughter",3:00,USMC16946205,1971
"Oct 26, 2022","FM:Lost Vinyl w/ Bull Records",164823,"Jake McInturff","Oct 26, 2022","Luke Combs","Even Though I'm Leaving","What You See Is What You Get",3:45,US6XF1700254,2019
